timestamp,latitude,longitude,ambient_temp_c,surface_temp_avg_c,surface_temp_max_c,humidity_pct,iaq_index,lux,soil_temp_c,soil_moisture_pct,soil_ph,pitch_deg,roll_deg,battery_pct,power_draw_w
2026-01-16 10:00:00,33.97350496714153,-117.32810678494731,23.696572495333637,26.838114650347794,32.034526941705906,50.78837759668136,86.59741961775525,7077.712129758373,20.735677929836026,39.900483217915166,7.120349543359651,-0.6559507995563203,3.3525977591851497,99.73446271947512,20.076330543858848
2026-01-16 10:00:10,33.973503584498516,-117.32810983994194,23.566647185071332,28.859895891515304,33.731679433762096,55.628974831850584,80.95678968094414,10780.057412252512,21.936611921821793,22.481373984841817,6.780336246751326,1.1488157280196214,0.8879797379376204,99.13906180463839,17.90359120990455
2026-01-16 10:00:20,33.9735100613839,-117.32811581375255,21.126960308389016,25.1543247291092,32.057906241148274,53.41101953283373,70.5767099656642,12651.886374829655,19.70654119984207,35.397894299904515,6.621394946712797,2.205425880591891,1.1534622844332527,100.0,16.618564791329725
2026-01-16 10:00:30,33.97352529168246,-117.32811470957208,24.159168443527477,28.827719125558524,36.89338140841097,37.22085801807083,92.40662615277881,15598.675643698765,21.225856285412526,26.9474678869697,6.867205993176335,-3.550093862899367,-3.6174278172923238,98.97637154748672,20.718099543423158
2026-01-16 10:00:40,33.97352295014872,-117.32810273778676,20.019834648846764,25.790368307454777,32.164062195724014,48.137796979720726,86.50774457426373,19096.649306427513,20.751374380613846,26.494515844558258,5.949289822996782,0.3022169459642773,1.2043734002215534,100.0,17.834801529985054
2026-01-16 10:00:50,33.97352060877915,-117.32811044820834,21.691631348479344,26.39852963760932,33.42161713995025,56.52779549084244,80.22655757712307,17776.543773487057,20.967043673081797,30.87182902294155,6.0471807512131415,-1.2028878491684645,1.8950271800530976,100.0,17.273165529147494
2026-01-16 10:01:00,33.97353640090731,-117.32810044000337,19.001824374204386,20.848677024829563,25.413868560216734,54.1804032243793,88.82047421282996,10282.700806210058,16.759171468938916,35.58934838839029,6.964032354553129,-2.5089018184474483,2.9280069611001993,99.01267444364998,19.647105912048357
2026-01-16 10:01:10,33.973544075254594,-117.32810825672408,26.11725303392563,31.717273134523623,36.96808274680189,42.181295794527756,76.87013478362407,13513.15095133739,23.279221065890102,18.7433259498464,6.205252212535319,-1.925119289288531,-1.6481504634894435,100.0,19.006716146193668
2026-01-16 10:01:20,33.973539380510736,-117.32811673299621,22.53690101210941,28.5733658434885,36.54482999068778,54.15903474264441,90.791488500171,15305.502354810265,19.69012502607957,36.21794246422172,6.499728809351701,1.4946170662397091,3.1107037953560894,99.04429663884581,18.296425728904104
2026-01-16 10:01:30,33.97354480611117,-117.32810854705002,27.333768069632622,29.531545909933488,35.584968830449945,59.1488925180444,54.71722289027339,13951.171502214002,28.056832639408057,42.41089963195165,6.883698900630176,-4.415715627759936,2.8849646782903764,98.20202767741742,18.082655468179375
